country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,range,aqi_value,air_quality,date,time
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",2025-07-20 18:00:00,19.10122,74.73339,CO,8.0,41.0,35.0,33.0,407.0,Severe,2025-07-20,18:00:00
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2025-07-20 18:00:00,20.719516,77.000253,NH3,6.0,7.0,6.0,1.0,2.0,Good,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",2025-07-20 18:00:00,20.9402359,77.7895248,SO2,4.0,6.0,5.0,2.0,6.0,Good,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2025-07-20 18:00:00,20.939198,77.765701,NO2,2.0,35.0,10.0,33.0,12.0,Good,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2025-07-20 18:00:00,20.939198,77.765701,NH3,1.0,3.0,1.0,2.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2025-07-20 18:00:00,20.939198,77.765701,OZONE,2.0,49.0,42.0,47.0,42.0,Good,2025-07-20,18:00:00
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",2025-07-20 18:00:00,19.8389439,75.244448,SO2,17.0,20.0,18.0,3.0,22.0,Good,2025-07-20,18:00:00
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",2025-07-20 18:00:00,19.8389439,75.244448,OZONE,12.0,48.0,37.0,36.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",2025-07-20 18:00:00,19.863756,75.321188,SO2,9.0,26.0,21.0,17.0,26.0,Good,2025-07-20,18:00:00
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",2025-07-20 18:00:00,19.16485,73.23409,SO2,5.0,23.0,14.0,18.0,18.0,Good,2025-07-20,18:00:00
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2025-07-20 18:00:00,19.0243902,73.0406721,PM10,37.0,61.0,49.0,24.0,49.0,Good,2025-07-20,18:00:00
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2025-07-20 18:00:00,19.0243902,73.0406721,CO,12.0,26.0,18.0,14.0,306.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2025-07-20 18:00:00,19.0243902,73.0406721,OZONE,29.0,31.0,30.0,2.0,30.0,Good,2025-07-20,18:00:00
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",2025-07-20 18:00:00,19.309073,73.057223,SO2,12.0,23.0,15.0,11.0,19.0,Good,2025-07-20,18:00:00
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",2025-07-20 18:00:00,19.9775302,79.2337086,OZONE,3.0,54.0,36.0,51.0,36.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2025-07-20 18:00:00,18.9767,72.838,PM2.5,9.0,32.0,20.0,23.0,33.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",2025-07-20 18:00:00,19.11074,72.86084,NH3,5.0,6.0,5.0,1.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",2025-07-20 18:00:00,19.11074,72.86084,CO,6.0,18.0,12.0,12.0,228.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2025-07-20 18:00:00,19.0364585,72.8954371,PM10,45.0,69.0,58.0,24.0,58.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2025-07-20 18:00:00,19.0364585,72.8954371,NO2,13.0,24.0,17.0,11.0,21.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2025-07-20 18:00:00,19.0364585,72.8954371,NH3,7.0,12.0,8.0,5.0,2.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",2025-07-20 18:00:00,19.10078,72.87462,PM10,57.0,76.0,66.0,19.0,66.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2025-07-20 18:00:00,18.91,72.82,NO2,22.0,23.0,22.0,1.0,28.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",2025-07-20 18:00:00,19.1653323,72.922099,SO2,1.0,9.0,4.0,8.0,5.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",2025-07-20 18:00:00,19.1653323,72.922099,OZONE,7.0,28.0,23.0,21.0,23.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",2025-07-20 18:00:00,19.0863,72.8888,PM2.5,43.0,76.0,56.0,33.0,93.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",2025-07-20 18:00:00,19.19709,72.82204,PM2.5,6.0,50.0,21.0,44.0,35.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",2025-07-20 18:00:00,19.19709,72.82204,PM10,18.0,101.0,47.0,83.0,47.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",2025-07-20 18:00:00,18.96702,72.84214,CO,17.0,32.0,24.0,15.0,341.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",2025-07-20 18:00:00,19.1878657,72.8304069,PM2.5,48.0,52.0,50.0,4.0,83.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",2025-07-20 18:00:00,19.175,72.9419,PM2.5,25.0,55.0,35.0,30.0,58.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",2025-07-20 18:00:00,18.897756,72.81332,SO2,9.0,15.0,11.0,6.0,14.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",2025-07-20 18:00:00,18.897756,72.81332,CO,2.0,2.0,1.0,0.0,50.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",2025-07-20 18:00:00,19.1375,72.915056,PM10,36.0,64.0,46.0,28.0,46.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",2025-07-20 18:00:00,19.000084,72.85673,NH3,3.0,7.0,4.0,4.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",2025-07-20 18:00:00,19.000084,72.85673,CO,12.0,20.0,13.0,8.0,243.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",2025-07-20 18:00:00,19.060498,72.923356,PM2.5,14.0,49.0,29.0,35.0,48.0,Good,2025-07-20,18:00:00
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",2025-07-20 18:00:00,20.918946,74.776388,OZONE,24.0,53.0,39.0,29.0,39.0,Good,2025-07-20,18:00:00
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2025-07-20 18:00:00,21.001264,75.565602,SO2,3.0,12.0,9.0,9.0,11.0,Good,2025-07-20,18:00:00
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",2025-07-20 18:00:00,19.854616,75.905894,CO,8.0,20.0,12.0,12.0,228.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2025-07-20 18:00:00,19.25292,73.142019,PM10,18.0,293.0,84.0,275.0,84.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",2025-07-20 18:00:00,19.192056,72.9585188,PM2.5,12.0,35.0,22.0,23.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",2025-07-20 18:00:00,19.192056,72.9585188,NO2,15.0,29.0,22.0,14.0,28.0,Good,2025-07-20,18:00:00
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",2025-07-20 18:00:00,19.192056,72.9585188,NH3,1.0,2.0,1.0,1.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",2025-07-20 18:00:00,16.7143745,74.2426398,PM2.5,25.0,60.0,39.0,35.0,65.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",2025-07-20 18:00:00,16.7143745,74.2426398,CO,3.0,10.0,4.0,7.0,125.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",2025-07-20 18:00:00,18.1023399,73.4783687,OZONE,18.0,50.0,34.0,32.0,34.0,Good,2025-07-20,18:00:00
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",2025-07-20 18:00:00,20.555712,74.529236,PM2.5,44.0,61.0,51.0,17.0,85.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2025-07-20 18:00:00,19.296481,72.840923,PM2.5,13.0,29.0,22.0,16.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",2025-07-20 18:00:00,19.053536,72.84643,PM10,39.0,113.0,77.0,74.0,77.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",2025-07-20 18:00:00,19.053536,72.84643,SO2,3.0,6.0,4.0,3.0,5.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",2025-07-20 18:00:00,19.053536,72.84643,OZONE,2.0,10.0,6.0,8.0,6.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2025-07-20 18:00:00,19.065931,72.862131,CO,11.0,26.0,17.0,15.0,300.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",2025-07-20 18:00:00,21.14472,79.107595,SO2,3.0,70.0,24.0,67.0,30.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2025-07-20 18:00:00,21.152875,79.0517531,PM2.5,21.0,121.0,58.0,100.0,97.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2025-07-20 18:00:00,21.152875,79.0517531,PM10,40.0,110.0,73.0,70.0,73.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2025-07-20 18:00:00,21.152875,79.0517531,OZONE,1.0,10.0,7.0,9.0,7.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",2025-07-20 18:00:00,21.143383,79.048912,NH3,3.0,7.0,4.0,4.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",2025-07-20 18:00:00,19.3832,72.8204,PM10,21.0,66.0,45.0,45.0,45.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",2025-07-20 18:00:00,19.3832,72.8204,NO2,16.0,17.0,16.0,1.0,20.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",2025-07-20 18:00:00,19.3832,72.8204,NH3,2.0,2.0,2.0,0.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",2025-07-20 18:00:00,19.3832,72.8204,CO,58.0,60.0,59.0,2.0,,Unknown,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-07-20 18:00:00,21.121801,79.04952,PM2.5,4.0,64.0,14.0,60.0,23.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-07-20 18:00:00,21.121801,79.04952,NO2,2.0,53.0,19.0,51.0,24.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",2025-07-20 18:00:00,19.04946,72.923,NH3,5.0,6.0,6.0,1.0,2.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",2025-07-20 18:00:00,19.04946,72.923,OZONE,1.0,7.0,3.0,6.0,3.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2025-07-20 18:00:00,19.083694,72.920967,PM10,18.0,45.0,30.0,27.0,30.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2025-07-20 18:00:00,19.083694,72.920967,SO2,1.0,1.0,1.0,0.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",2025-07-20 18:00:00,19.1653323,72.922099,PM10,1.0,47.0,25.0,46.0,25.0,Good,2025-07-20,18:00:00
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2025-07-20 18:00:00,19.222279,72.957979,SO2,1.0,4.0,3.0,3.0,4.0,Good,2025-07-20,18:00:00
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2025-07-20 18:00:00,19.222279,72.957979,CO,42.0,62.0,49.0,20.0,494.0,Severe,2025-07-20,18:00:00
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2025-07-20 18:00:00,19.235581,73.159121,PM10,27.0,101.0,53.0,74.0,53.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",2025-07-20 18:00:00,19.445821,72.7988231,PM2.5,16.0,37.0,25.0,21.0,42.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.090337,73.014232,OZONE,2.0,38.0,27.0,36.0,27.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.0575752,73.0151367,OZONE,1.0,19.0,16.0,18.0,16.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.02579,73.10297,PM10,40.0,94.0,62.0,54.0,62.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.063,73.1209,PM2.5,20.0,41.0,29.0,21.0,48.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.063,73.1209,OZONE,1.0,20.0,9.0,19.0,9.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.63673,73.82487,NH3,3.0,3.0,3.0,0.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.59051,73.77946,CO,7.0,36.0,9.0,29.0,187.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",2025-07-20 18:00:00,18.614767,73.799516,PM2.5,16.0,45.0,28.0,29.0,47.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.616318,73.765797,NO2,10.0,25.0,17.0,15.0,21.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Bhosari, Pune - IITM",2025-07-20 18:00:00,18.640051,73.848956,PM10,22.0,75.0,51.0,53.0,51.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pune,"Bhosari, Pune - IITM",2025-07-20 18:00:00,18.640051,73.848956,NO2,13.0,36.0,22.0,23.0,28.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Bhosari, Pune - IITM",2025-07-20 18:00:00,18.640051,73.848956,CO,16.0,54.0,36.0,38.0,413.0,Severe,2025-07-20,18:00:00
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",2025-07-20 18:00:00,18.45445,73.854155,NH3,1.0,2.0,1.0,1.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",2025-07-20 18:00:00,18.57304,73.927715,OZONE,5.0,23.0,19.0,18.0,19.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",2025-07-20 18:00:00,18.547056,73.826908,OZONE,1.0,13.0,11.0,12.0,11.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2025-07-20 18:00:00,18.664282,73.763966,NO2,21.0,35.0,25.0,14.0,31.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",2025-07-20 18:00:00,19.95022,73.73148,OZONE,16.0,26.0,22.0,10.0,22.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",2025-07-20 18:00:00,19.9591346,73.7788008,CO,6.0,12.0,10.0,6.0,200.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.090337,73.014232,NO2,8.0,21.0,14.0,13.0,18.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.090337,73.014232,SO2,2.0,5.0,3.0,3.0,4.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2025-07-20 18:00:00,18.664282,73.763966,OZONE,6.0,33.0,29.0,27.0,29.0,Good,2025-07-20,18:00:00
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",2025-07-20 18:00:00,17.65439,75.90649,PM2.5,9.0,60.0,36.0,51.0,59.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2025-07-20 18:00:00,19.26777,72.97182,NO2,8.0,15.0,12.0,7.0,15.0,Good,2025-07-20,18:00:00
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",2025-07-20 18:00:00,19.10122,74.73339,OZONE,10.0,35.0,23.0,25.0,23.0,Good,2025-07-20,18:00:00
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2025-07-20 18:00:00,20.719516,77.000253,NO2,16.0,23.0,20.0,7.0,25.0,Good,2025-07-20,18:00:00
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2025-07-20 18:00:00,20.719516,77.000253,SO2,12.0,13.0,12.0,1.0,15.0,Good,2025-07-20,18:00:00
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2025-07-20 18:00:00,20.719516,77.000253,CO,12.0,57.0,17.0,45.0,300.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",2025-07-20 18:00:00,20.9402359,77.7895248,PM10,67.0,108.0,84.0,41.0,84.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",2025-07-20 18:00:00,20.9402359,77.7895248,NH3,2.0,2.0,2.0,0.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",2025-07-20 18:00:00,20.9402359,77.7895248,CO,10.0,28.0,12.0,18.0,228.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",2025-07-20 18:00:00,19.16485,73.23409,NH3,4.0,6.0,4.0,2.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",2025-07-20 18:00:00,19.16485,73.23409,CO,26.0,40.0,30.0,14.0,377.0,Very Poor,2025-07-20,18:00:00
