country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,range,aqi_value,air_quality,date,time
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",2025-07-20 18:00:00,20.918946,74.776388,NH3,4.0,5.0,5.0,1.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",2025-07-20 18:00:00,20.918946,74.776388,CO,14.0,23.0,16.0,9.0,286.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2025-07-20 18:00:00,21.001264,75.565602,PM2.5,21.0,34.0,28.0,13.0,47.0,Good,2025-07-20,18:00:00
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2025-07-20 18:00:00,19.0243902,73.0406721,NO2,11.0,43.0,20.0,32.0,25.0,Good,2025-07-20,18:00:00
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",2025-07-20 18:00:00,19.309073,73.057223,NO2,38.0,54.0,44.0,16.0,55.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",2025-07-20 18:00:00,19.309073,73.057223,NH3,4.0,6.0,4.0,2.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",2025-07-20 18:00:00,20.555712,74.529236,OZONE,36.0,53.0,43.0,17.0,43.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2025-07-20 18:00:00,19.296481,72.840923,NO2,12.0,31.0,18.0,19.0,22.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2025-07-20 18:00:00,19.296481,72.840923,CO,5.0,13.0,5.0,8.0,137.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",2025-07-20 18:00:00,19.053536,72.84643,NO2,5.0,20.0,12.0,15.0,15.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",2025-07-20 18:00:00,19.053536,72.84643,NH3,1.0,5.0,2.0,4.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2025-07-20 18:00:00,19.065931,72.862131,NO2,12.0,23.0,17.0,11.0,21.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2025-07-20 18:00:00,19.065931,72.862131,NH3,12.0,19.0,14.0,7.0,4.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",2025-07-20 18:00:00,19.23241,72.86895,CO,2.0,48.0,34.0,46.0,400.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2025-07-20 18:00:00,18.9767,72.838,PM10,35.0,61.0,46.0,26.0,46.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2025-07-20 18:00:00,18.9767,72.838,NH3,1.0,3.0,1.0,2.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",2025-07-20 18:00:00,16.6870449,74.2505872,OZONE,7.0,28.0,20.0,21.0,20.0,Good,2025-07-20,18:00:00
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",2025-07-20 18:00:00,16.7143745,74.2426398,OZONE,7.0,43.0,34.0,36.0,34.0,Good,2025-07-20,18:00:00
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",2025-07-20 18:00:00,18.39963,76.57452,PM2.5,10.0,51.0,30.0,41.0,50.0,Good,2025-07-20,18:00:00
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",2025-07-20 18:00:00,18.39963,76.57452,NO2,6.0,49.0,19.0,43.0,24.0,Good,2025-07-20,18:00:00
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",2025-07-20 18:00:00,18.39963,76.57452,CO,48.0,50.0,50.0,2.0,500.0,Severe,2025-07-20,18:00:00
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",2025-07-20 18:00:00,20.555712,74.529236,NO2,7.0,22.0,12.0,15.0,15.0,Good,2025-07-20,18:00:00
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",2025-07-20 18:00:00,20.555712,74.529236,NH3,4.0,5.0,4.0,1.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",2025-07-20 18:00:00,18.897756,72.81332,PM2.5,17.0,47.0,34.0,30.0,56.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",2025-07-20 18:00:00,19.1375,72.915056,PM2.5,13.0,37.0,22.0,24.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",2025-07-20 18:00:00,19.1375,72.915056,NO2,3.0,8.0,7.0,5.0,9.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",2025-07-20 18:00:00,19.1375,72.915056,SO2,19.0,45.0,25.0,26.0,31.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",2025-07-20 18:00:00,19.060498,72.923356,PM10,31.0,85.0,58.0,54.0,58.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",2025-07-20 18:00:00,19.060498,72.923356,NH3,2.0,2.0,2.0,0.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",2025-07-20 18:00:00,19.000083,72.813993,PM2.5,15.0,37.0,24.0,22.0,40.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2025-07-20 18:00:00,19.047,72.8746,NH3,3.0,3.0,3.0,0.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",2025-07-20 18:00:00,19.3832,72.8204,SO2,81.0,104.0,92.0,23.0,105.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",2025-07-20 18:00:00,18.9936162,72.8128113,CO,6.0,32.0,15.0,26.0,271.0,Poor,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-07-20 18:00:00,21.121801,79.04952,PM10,51.0,122.0,83.0,71.0,83.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-07-20 18:00:00,21.121801,79.04952,NH3,1.0,9.0,3.0,8.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-07-20 18:00:00,21.121801,79.04952,SO2,3.0,6.0,4.0,3.0,5.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-07-20 18:00:00,21.121801,79.04952,OZONE,2.0,26.0,20.0,24.0,20.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",2025-07-20 18:00:00,21.14472,79.107595,PM10,52.0,140.0,86.0,88.0,86.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",2025-07-20 18:00:00,19.0863,72.8888,PM10,48.0,98.0,68.0,50.0,68.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",2025-07-20 18:00:00,19.0863,72.8888,SO2,36.0,37.0,37.0,1.0,46.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",2025-07-20 18:00:00,19.0863,72.8888,OZONE,28.0,29.0,28.0,1.0,28.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",2025-07-20 18:00:00,19.19709,72.82204,SO2,4.0,7.0,5.0,3.0,6.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",2025-07-20 18:00:00,19.19709,72.82204,CO,4.0,45.0,9.0,41.0,187.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",2025-07-20 18:00:00,18.96702,72.84214,NO2,11.0,34.0,20.0,23.0,25.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",2025-07-20 18:00:00,19.1878657,72.8304069,CO,30.0,30.0,30.0,0.0,377.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",2025-07-20 18:00:00,19.1878657,72.8304069,OZONE,49.0,51.0,50.0,2.0,50.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2025-07-20 18:00:00,18.9767,72.838,OZONE,8.0,18.0,16.0,10.0,16.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2025-07-20 18:00:00,19.0364585,72.8954371,SO2,6.0,9.0,7.0,3.0,9.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2025-07-20 18:00:00,19.0364585,72.8954371,OZONE,7.0,26.0,19.0,19.0,19.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",2025-07-20 18:00:00,19.10078,72.87462,PM2.5,30.0,43.0,36.0,13.0,59.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2025-07-20 18:00:00,18.91,72.82,PM10,28.0,128.0,67.0,100.0,67.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2025-07-20 18:00:00,18.91,72.82,NH3,3.0,3.0,3.0,0.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2025-07-20 18:00:00,18.91,72.82,OZONE,8.0,14.0,10.0,6.0,10.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",2025-07-20 18:00:00,19.04946,72.923,NO2,5.0,20.0,11.0,15.0,14.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2025-07-20 18:00:00,19.083694,72.920967,PM2.5,10.0,24.0,17.0,14.0,28.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2025-07-20 18:00:00,19.083694,72.920967,NO2,12.0,25.0,18.0,13.0,22.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",2025-07-20 18:00:00,19.2058,72.8682,NO2,7.0,12.0,8.0,5.0,10.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",2025-07-20 18:00:00,19.0632143,72.8456324,PM2.5,16.0,31.0,22.0,15.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",2025-07-20 18:00:00,19.0632143,72.8456324,NO2,17.0,33.0,28.0,16.0,35.0,Good,2025-07-20,18:00:00
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",2025-07-20 18:00:00,19.0632143,72.8456324,NH3,5.0,12.0,9.0,7.0,2.0,Good,2025-07-20,18:00:00
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2025-07-20 18:00:00,21.001264,75.565602,NH3,2.0,3.0,2.0,1.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2025-07-20 18:00:00,21.001264,75.565602,OZONE,19.0,32.0,24.0,13.0,24.0,Good,2025-07-20,18:00:00
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",2025-07-20 18:00:00,19.854616,75.905894,NH3,2.0,5.0,4.0,3.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2025-07-20 18:00:00,19.25292,73.142019,NH3,1.0,2.0,1.0,1.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2025-07-20 18:00:00,21.152875,79.0517531,CO,8.0,110.0,20.0,102.0,318.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",2025-07-20 18:00:00,20.0073285,73.7762427,PM10,9.0,64.0,37.0,55.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2025-07-20 18:00:00,19.222279,72.957979,PM10,26.0,52.0,38.0,26.0,38.0,Good,2025-07-20,18:00:00
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2025-07-20 18:00:00,19.235581,73.159121,CO,20.0,70.0,22.0,50.0,330.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",2025-07-20 18:00:00,19.445821,72.7988231,NH3,1.0,2.0,2.0,1.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.59051,73.77946,PM2.5,26.0,54.0,36.0,28.0,59.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.59051,73.77946,NO2,9.0,27.0,15.0,18.0,19.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.59051,73.77946,NH3,2.0,4.0,2.0,2.0,0.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.59051,73.77946,SO2,1.0,2.0,1.0,1.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.59051,73.77946,OZONE,1.0,21.0,19.0,20.0,19.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",2025-07-20 18:00:00,18.614767,73.799516,OZONE,10.0,22.0,20.0,12.0,20.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.616318,73.765797,OZONE,6.0,15.0,12.0,9.0,12.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Bhosari, Pune - IITM",2025-07-20 18:00:00,18.640051,73.848956,PM2.5,17.0,50.0,31.0,33.0,51.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",2025-07-20 18:00:00,18.60577,73.749976,OZONE,7.0,23.0,19.0,16.0,19.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",2025-07-20 18:00:00,18.459883,73.852193,PM2.5,26.0,54.0,38.0,28.0,63.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",2025-07-20 18:00:00,18.459883,73.852193,PM10,17.0,52.0,32.0,35.0,32.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",2025-07-20 18:00:00,18.45445,73.854155,CO,8.0,66.0,37.0,58.0,419.0,Severe,2025-07-20,18:00:00
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",2025-07-20 18:00:00,18.57304,73.927715,PM2.5,19.0,48.0,36.0,29.0,59.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",2025-07-20 18:00:00,18.536457,73.805454,PM10,34.0,62.0,47.0,28.0,47.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",2025-07-20 18:00:00,18.536457,73.805454,NO2,18.0,40.0,25.0,22.0,31.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",2025-07-20 18:00:00,18.536457,73.805454,CO,4.0,27.0,21.0,23.0,324.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",2025-07-20 18:00:00,18.536457,73.805454,OZONE,1.0,28.0,23.0,27.0,23.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",2025-07-20 18:00:00,18.530085,73.849598,NO2,10.0,24.0,18.0,14.0,22.0,Good,2025-07-20,18:00:00
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",2025-07-20 18:00:00,18.547056,73.826908,CO,8.0,20.0,10.0,12.0,200.0, Moderate,2025-07-20,18:00:00
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2025-07-20 18:00:00,18.664282,73.763966,PM10,14.0,49.0,35.0,35.0,35.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.1135051,73.008978,PM10,32.0,69.0,51.0,37.0,51.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.1135051,73.008978,CO,28.0,33.0,29.0,5.0,371.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.0575752,73.0151367,PM2.5,26.0,38.0,33.0,12.0,54.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.0575752,73.0151367,PM10,22.0,500.0,98.0,478.0,98.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.02579,73.10297,OZONE,1.0,24.0,15.0,23.0,15.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.063,73.1209,NO2,21.0,117.0,48.0,96.0,60.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.63673,73.82487,PM2.5,25.0,47.0,35.0,22.0,58.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",2025-07-20 18:00:00,18.63673,73.82487,PM10,17.0,46.0,36.0,29.0,36.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",2025-07-20 18:00:00,20.0073285,73.7762427,NH3,3.0,5.0,4.0,2.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",2025-07-20 18:00:00,20.021503,73.813844,PM10,55.0,105.0,74.0,50.0,74.0,Satisfactory,2025-07-20,18:00:00
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",2025-07-20 18:00:00,19.95022,73.73148,NO2,7.0,22.0,12.0,15.0,15.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.090337,73.014232,PM2.5,5.0,27.0,16.0,22.0,27.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.090337,73.014232,PM10,7.0,36.0,22.0,29.0,22.0,Good,2025-07-20,18:00:00
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-07-20 18:00:00,19.090337,73.014232,CO,24.0,87.0,29.0,63.0,371.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2025-07-20 18:00:00,18.664282,73.763966,CO,1.0,84.0,23.0,83.0,336.0,Very Poor,2025-07-20,18:00:00
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",2025-07-20 18:00:00,17.6336264,75.9132495,NH3,7.0,14.0,10.0,7.0,2.0,Good,2025-07-20,18:00:00
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2025-07-20 18:00:00,19.26777,72.97182,PM2.5,12.0,30.0,22.0,18.0,37.0,Good,2025-07-20,18:00:00
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2025-07-20 18:00:00,19.26777,72.97182,NH3,3.0,5.0,4.0,2.0,1.0,Good,2025-07-20,18:00:00
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2025-07-20 18:00:00,19.26777,72.97182,OZONE,4.0,14.0,9.0,10.0,9.0,Good,2025-07-20,18:00:00
